;TEXT
Tweet1341;"Roberto Jefferson aquele tiozão mensaleiro que tava preso esses dias e pediu arrego alegando problemas de saúde agora dando uma de machão e aconselhando BolsonaziEleicoes2022 ForaBolsonaroCorrupto TSEjusbr STFoficial 77frota randolfeap pmdfoficial
"
Tweet1342;"Você viuRoberto Jefferson exmensaleiro aconselha Bostanaro  Corre aqui alexandre
"
Tweet1343;"Roberto Jefferson exmensaleiro aconselha Bostanaro  Corre aqui alexandre
"
Tweet1344;"O povo ainda continua cego por esse grupo do COMUNISTA do Roberto Jefferson Acorda povo
"
Tweet1345;"Não voto em ninguém do partido comunista do Roberto Jefferson
"
Tweet1346;"Quando Moro saiu foi a msm coisa e no final vimos quem estava certo esse Roberto Jefferson é o Moro melhorado querem acabar com o STF então acabei por o presidente nisso vai alimentar a porra da narrativa de golpe
"
Tweet1347;"Moraes aperta o cerco contra Roberto Jefferson em nova decisão no STF
"
Tweet1348;"Roberto Jefferson manda um recado ao presidente da república Jair Messias Bolsonaro para o dia 7 de setembro Reagir presidente
"
Tweet1349;"Mais uma vez o “Leaum Cunsevadô” aparece tentando inflar as pessoas contra Bolsonaro e usando o AMArrotou na internet que tinha provas que acabariam c o MinistroLeaum na internet e gatinho na prisãoCava crises e tenta arrastar o Pr jairbolsonaro p conflitos
"
Tweet1350;"Quem é Roberto Jefferson para cobrar qualquer coisa ao presidente Jair Bolsonaro
"
Tweet1351;"JMB atende ao Roberto Jefferson pelo amor de Deus caso contrário vai perder voto pra chuchu não coloque em risco sua re eleição rebeldia nunca é tardia quando o assunto é tirania
"
Tweet1352;"Gente este é Roberto Jefferson Está irreconhecível
"
Tweet1353;"Roberto Jefferson deu o papo de bandido pra bandidoACABOU BOLSONARO httpsvideotwimgcomexttwvideo1567006696974811136puvid464x8169lgpoBJyczjwpQ3Cmp4tag12…
"
Tweet1354;"Roberto Jefferson detona o TSE e segundo ele deveria ser chamado o mensalão do TSE Veja a que ponto nos chegamos Em entrevista à jovem pan Acorda BRASIL
"
Tweet1355;"Lupi  conta aívc tem o rabo preso com o Ciro Só pode preparado pra dizer adeus a vida políticaCiro levando PDT do Leonel Brizola e vc para o lixolá  vc vai encontrar o Eduardo Cunha Roberto Jefferson Sérgio Cabral Witzel Pezãoadeus
"
Tweet1356;"Acho que não se deve esperar nada do Ciro Lula vence no 1° ou 2° turno vence E o Ciro tomará chá de Sumiço e de uma vez por todas ele verá que não é digno de governar nem o Ceará  Veja se acha o Salvador no Presente é outro Bolsonaro Seu futuro será um Roberto Jefferson
"
Tweet1357;"Roberto Jefferson faz novo pronunciamento
"
Tweet1358;"Roberto Jefferson foi condenado em 2012 a 7 anos de prisão por corrupção passiva e lavagem de dinheiro Em 2016 foi beneficiado por indulto assinado por Dilma Rousseff e foi solto Queria saber de onde vcs tiram toda essa admiração por essa criatura Interessante
"
Tweet1359;"Roberto Jefferson colocando lenha na fogueira hahahahahahahahCês tem dúvidas de que o PTB não é patriota7 de setembro vamos comemorar a liberdade com nossas famílias amigos e outros patriotas Sem ataques
"
Tweet1360;"Vai vendo Está correto Você comenta
"
Tweet1361;"Sabemos muito bem que esse babaca do Roberto Jefferson quer bagunça ele e aqueles lixos que são dos filhos dele O PTB é um ninho de traíras
"
Tweet1362;"Sinceramente eu não consigo entender em que dimensão vcs vivem Roberto Jefferson foi condenado a 7 anos por corrupção passiva e lavagem de dinheiro Por isso está inelegível até 2023
"
Tweet1363;"Eu não sabia que Roberto Jefferson era candidato a presidente não aparece nem com 1 dos votos nem a família dele vota nelekkk
"
Tweet1364;"Roberto Jefferson está certíssimo Porém vai voltar pra carceragem em 3 2 1Acho q ele n tem mais nada a perder sei lá Mas quem manda e desmanda no Brasil é exatamente esse Xandão q vai mandar buscá lo na domiciliar rapidinho pelas falas afrontosas que voltou a fazer
"
Tweet1365;"⁦jairbolsonaro⁩
"
Tweet1366;"Jair Bolsonaro PL39Lula PT 38Ciro Gomes PDT 11Simone Tebet MDB 6Felipe DAvila Novo 1Pablo Marçal PROS Soraya Thronicke União Brasil Vera Lucia PSTU Roberto Jefferson PTB Constituinte Eymael DC Sofia Manzano PCB e Leonardo Péricles UP 0
"
Tweet1367;"Piada Bolsonaro só o que é para o bem tem e para o mal Ele é extremista e está vivo ainda no jogo eleitoral por ser assim Uma espécie de Daniel Silveira com Roberto Jefferson
"
Tweet1368;"CentraldasEleições NilsonKlava ‘Uma fonte me dizia que eles trabalhavam numa versão ‘bolsolight’ uma versão mais ‘light’ de Bolsonaro para que ele fosse mais Jair do que Bolsonaro mas essa tentativa não durou um fim de semana’ Confira httpglobo3cPc1HW GloboNews
"
Tweet1369;"Urgente alerta Roberto Jefferson a Bolsonaro httpsyoutubeuD8aKChZjlM via YouTube
"
Tweet1370;"TSEjusbr a corte mais corrupta do Brasil segundo Roberto Jefferson para mim STF vem primeiro e depois o STE
"
Tweet1371;"Roberto Jefferson se manifesta contra autoritarismo desmedido de Alexandre de Moraes e apela para Bolsonaro como maior autoridade constitucional do país CONCORDO PLENAMENTE COM ELE ESTÁ NA HORA DE AGIR httpsinstagramcomreelCiIpy4LOmv5YQtwZMeKzTbQtBj06ykXM11OLI0igshidZTE2MDY0MWU…
"
Tweet1372;"Caramba como o Roberto Jefferson envelheceu
"
Tweet1373;"Em vídeo nas redes sociais Roberto Jefferson disse haver SNIPERS atirador de precisão com luneta civil ou não em prédios de Brasília à revelia do Ministério da Justiça e executivo da União Cobra ação de Bolsonaro estariam articulando contra ele para prejudicálo na eleição
"
Tweet1374;"STFoficial Roberto Jefferson disse que o TSE eca corte mais corrupta do Brasil eu discordo com ele plenamente para mim e o STF com aqueles 9 ministros militantes comunistas vagabundos tais como Fachin Barroso Toffoli Skinhead de TogaXandão
"
Tweet1375;"Não dêem ouvidos ao Roberto Jefferson Chega de extremismo
"
Tweet1376;"A política brasileira é pura cara de pau Depois da moda de trocar os nomes dos partidos pro povo esquecer os escalando de cada chapa agora a moda são os candidatos que trocam de nome pra tentar esconder o passado Paulo Octávio virou PO e Roberto Jefferson virou Bob Jeff 
"
Tweet1377;"ESQUECEU DE COLOCAR O 14 DO COMUNISTA DO ROBERTO JEFFERSON
"
Tweet1378;"O comunista Roberto Jefferson Ok
"
Tweet1379;"estão bravos com roberto jefferson
"
Tweet1380;"Fora o tal vídeo do Roberto Jefferson colocando fogo no povo
"
Tweet1381;"E o Roberto Jefferson foi impugnado no Jornal Nacional
"
Tweet1382;"verdade amiga é isso que eles estão provocando  atenção emocionados não caiam nessa armadilha  pelo amor de Deus não dêem ouvidos ao Leão conservador Roberto Jefferson
"
Tweet1383;"Velho na pesquisa de intenção de votos mencionaram o Roberto Jefferson para Presidente da RepúblicaO Brasil não é uma merdO Brasileiro que sim
"
Tweet1384;"Eleições 2022 Saiba quem é o baiano que entrou na disputa para presidência da República após cassação de registro de Roberto Jefferson
"
Tweet1385;"caras acabei de descobrir que o gabigol da torcida é do partido do roberto jefferson
"
Tweet1386;"Enzo Leonardo Suzi Marcus Bellizia Rafael Moreno Carla Zambelli Filipe Barros Luiz Phellipe Orleans e Bragança Dileta Corrêa Davi Benedito Cabo Corrêa Jorge Ares Marilene D’Ottaviano Roberto Jefferson
"
Tweet1387;"GRANDE DIA parte 3 Alexandre de Moraes aperta o cerco contra Roberto Jefferson em nova decisão no STF
"
Tweet1388;"Esses novos políticos do STF mais uma vez interferindo em ações que não diz respeito a eles igual a proibição das ações militares nas comunidades do RJRoberto Jefferson já foi explicou os motivos
"
Tweet1389;"Brasília vai ser festa ou  féretro   Roberto Jefferson ja deu o grito
"
Tweet1390;"Sabem o porquê a perseguição contra o Roberto Jefferson É porque ele entregou a gangue no escândalo do mensalão Ele não faz mais parte da associação de malfeitores E tem mais vcs acham que se voltar para política irá fazer para o bem estar da sociedade
"
Tweet1391;"Amigos Patriotas prestem muita atenção a esta mensagem do Roberto Jefferson postada há pouco Ele tem toda razão ou o Presidente agi ou a eleição está perdida Não há mais espaço para diplomacia
"
Tweet1392;"De boas intenções cm a do Roberto Jefferson o inferno tá cheio
"
Tweet1393;"Moraes aperta o cerco contra Roberto Jefferson em nova decisão no STF
"
Tweet1394;"Roberto Jefferson virou corrupto de novo hahaha
"
Tweet1395;"Tenho que dar razão ao Roberto Jefferson 200 anos de independência nas mãos de quem mesmojairbolsonarogenhelenoGeneralMouraoGenMattosGenVillasBoasBolsonaroSPArthurLiraDia7VaiSerGigante com o Presidente Jair Bolsonaro
"
Tweet1396;"Com essa fala de Roberto Jefferson só cria mais problemas para Bolsonaro  Não confio nesse Roberto Jefferson
"
Tweet1397;"Recado de Roberto Jefferson
"
Tweet1398;"Ué Até ontem o Roberto Jefferson não era amiguinho do Minto
"
Tweet1399;"URGENTE AGORA ROBERTO JEFFERSON ALERTA B0LSONAR0 SOBRE O 7 DE SETEMBRO  httpsyoutubeHWyh1bf3V0 via YouTube
"
Tweet1400;"Só Soraya Lula e Roberto Jefferson não foram no Pânico durante o período da campanha
"
Tweet1401;"Quem está no twitter algum tempo sabe que Roberto Jefferson é pimenta nos olhos dos ditadores derrubar contas isso não é nada
"
Tweet1402;"eles próprios escondem o dinheiro pessoal em paraísos fiscaisEntendo quando citam que o tal de Valdemar hoje presidente do partido do Bolsonaro era ministro do Lula que o Roberto Jefferson hoje defensor do Bolsonaro um dia estava nos correios no governo Lula
"
Tweet1403;"Quem é esse Roberto Jefferson  pela amor de Deus acha que nós vamos cair nesse joguinho  Menos né 
"
Tweet1404;"URGENTE AGORA ROBERTO JEFFERSON ALERTA B0LSONAR0 SOBRE O 7 DE SETEMBRO  httpsyoutubeHWyh1bf3V0 via YouTube
"
Tweet1405;"TSE abre prazo para contestar candidatura de substituto de Jefferson Medida é praxe para dar publicidade ao novo registroTSE RobertoJefferson Política Eleições Saiba mais
"
Tweet1406;"ASSIMBOLSONARO PODERA 3 NOVOS SUPREMOSDOIS POR DIREITO E UM NO LUGAR DO IMPINCHADOASS9MDEPOIS DE ARMAR BOLSONARO A GENTE PODE COBRARANTES NAOENTENDEU ROBERTO JEFFERSON
"
Tweet1407;"A corja do Pode Tudo e do Sào Todos Fdp estão se borrando de medo do Candidato a Predidente Roberto Jefferson kkkkk
"
Tweet1408;"Por mim já tinha mandado prender esses FDP TOGADOS  faz tempo  Roberto Jefferson está certo 
"
Tweet1409;"Decisão de Fachin em restringir posse e porte de armas de fogo não terá efeito sobre marginais traficantes seqüestradores assaltantes ladroes de celular etc Esses continuarão exercendo a sua “cidadania” plenamente …
"
Tweet1410;"a turma é grande Wassef Queiroz Viktor Orban Sissoco Embaló Carla Zambelli Ciro Nogueira Arthur Lira Allan dos Santos Eduardo Flavio Renan Carlos Trump Jason Miller Matthew Tyrmand Steve Bannon Ze Trovao Wellington Macedo Roberto Jefferson diversos militares
"
Tweet1411;"Está na hora de Bolsonaro reagir Roberto JeffersonNÃO ESTÁToda essa pressão dos togados têm método e objetivo Qualquer medida radical do Presidente agora pra estancar essa sangria irá tumultuar uma reeleição que está ganha no 1° turno Depois toca o enterro
"
Tweet1412;"Ministro gosta de armas só para sua segurançajá roberto Jefferson iria dizer outra coisa sobre a pessoakkkkkkkk
"
Tweet1413;"Roberto Jefferson comunista
"
Tweet1414;"Recadinho de Roberto Jefferson a Frouxonaro
"
Tweet1415;"hahahahahaha vcs acreditam em qualquer coisa néVai estudarFoi o PTB q criou o 13o do Roberto Jefferson em 1959 Férias é da CLT 1943 Getúlio FGTS é 1966 período militarA esquerda se diz amiga do povo e nada fez pelo povo Só tirou dinheiro e botou no proprio bolso
"
Tweet1416;"Concordo plenamente com o Roberto Jefferson Dia 7 de setembro vai ser decisivo Brasil 
"
Tweet1417;"ROBERTO JEFFERSON RASGA O VERBO 
"
Tweet1418;"Não confio em Roberto Jefferson ele fala fala fala e só fala não age não apresenta provas nada só fala fala  e 
"
Tweet1419;"Amigos Patriotas prestem muita atenção a esta mensagem do Roberto Jefferson postada há pouco Ele tem toda razão ou o Presidente agi ou a eleição está perdida Não há mais espaço para diplomacia
"
Tweet1420;"Amigo esse vídeo só vai incitar a violência contra nosso presidente eu o recebi tbm mais preferi não postarO Roberto Jefferson está impedido de concorrer e está plantando a semente da discórdia discórdia violência se fosse vc tiraria esse vídeo de circulação
"
Tweet1421;"Cuidado você ainda não foi eleito Roberto Jefferson Franscischinni e Daniel Silveira são exemplos
"
Tweet1422;"Ato antidemocrático é um ministro do supremo sem votos que não  deveria legislar muito menos governar querer  limitar o salário de um enfermeiro que salva vidas Ato antidemocrático é obsceno  é o ministro supremo querer limitar o salário de alguém   enquanto aumenta o seu
"
Tweet1423;"PTB formaliza Padre Kelmon Luís à Presidência para substituir Roberto JeffersonAjuda aí nos seguejesus cristaos cristao igreja deuseamor
"
Tweet1424;"Após candidatura de Roberto Jefferson ser barrada PTB escolhe Padre e Pastor como presidenciáveis
"
Tweet1425;"Você acredita em Roberto Jefferson
"
Tweet1426;"Roberto Jefferson “TSE é a corte de Justiça mais corrupta do Brasil”  LINHA DE FRENTE httpsyoutubeuod6McEDvVA via YouTube
"
Tweet1427;"A obsessão do Roberto Jefferson é ter o PR Jair Bolsonaro em seu partido
"
Tweet1428;"A candidatura do Roberto Jefferson foi impugnada ele solta os cachorros
"
Tweet1429;"Apesar de tanto sofrer nas mãos de Xandão Roberto Jefferson não tem Medo de dar um sinal de Alerta a nosso Presidente Bolsonaro
"
Tweet1430;"Alguém assistiu o q BobJeff publicou O q vcs acharam httpsyoutubeHWyh1bf3V0
"
Tweet1431;"É esse vídeo do Roberto Jefferson dizendo que o Xandão mandou colocar SNIPER no alto dos prédios no 7 de Setembro Se for verdade o Bolsonaro perdeu os votos da minha família
"
Tweet1432;"Roberto Jefferson SaldanhaBrasiIolimpioaraujojrEdRaposoAlanLopesRio
"
Tweet1433;"Homem de confiança do Roberto Jefferson Tô block do Faka desde 2020 Gostei que o marcou
"
Tweet1434;"Por unanimidade TSE barra candidatura de Roberto Jefferson para presidente httpsyoutubeG3u6gDYGuOY via YouTube
"
Tweet1435;"Bolsonaro conhece há décadas Foi cordial com o Roberto Jefferson em 2018 só isso Ninguém passa a perna no Capitão Ele conhece cada pedacinho dos políticos que conviveram com ele durante 28 anos na Câmara Federal
"
Tweet1436;"Roberto Jefferson se metendo onde não é chamadoQuerendo botar lenha na fogueiraEle pensa que os bolsonaristas de verdade não estão percebendo o jogo dele
"
Tweet1437;"O ministro alexandre é apenas um cachorro do Lula Roberto JeffersonTSEjusbr não passa de um puxadinho do PT agindo de forma político partidária para colocar seu candidato de volta ao poder da nação
"
Tweet1438;"Metrópoles Roberto Jefferson mente que Moraes chamou snipers e cobra Bolsonaro
"
Tweet1439;"Roberto Jefferson estava inelegível até 2023 motivo Corrupção Eita que não largam o osso de forma alguma
"
Tweet1440;"Obrigado Dr Roberto Jefferson por nos informar
"
Tweet1441;"BINGO Não devemos cair nessa do Roberto Jefferson
"
Tweet1442;"Roberto Jefferson “TSE é a corte de Justiça mais corrupta do Brasil”   httpsyoutubeuod6McEDvVA via YouTube
"
Tweet1443;"estão bravos com roberto jefferson
"
Tweet1444;"Urgente alerta Roberto Jefferson a Bolsonaro httpsyoutubeuD8aKChZjlM via YouTube
"
Tweet1445;"Só burros ou loucos para irem na conversa desse Roberto Jefferson   O que ele deseja é um caos e acabar com o Bolsonaro   Vão cassar o que fazer e deixem o país seguir o rumo na paz
"
Tweet1446;"Durmam e sonhem como o Roberto Jefferson gente kkkkkkkkkkkkkkk  ele quer um pé na porta kkkkkkkkkk vai lá e faz só
"
